x,y,z
1.66,3.74,56.86
1.68,3.74,56.98
1.70,3.74,57.09
1.72,3.74,57.21
1.74,3.74,57.33
1.76,3.74,57.45
1.78,3.74,57.58
1.80,3.74,57.70
1.82,3.74,57.83
1.84,3.74,57.96
1.86,3.74,58.09
1.88,3.74,58.22
1.90,3.74,58.36
1.92,3.74,58.50
1.94,3.74,58.64
1.96,3.74,58.78
1.98,3.74,58.92
2.00,3.74,59.06
2.02,3.74,59.21
2.04,3.74,59.36
2.06,3.74,59.51
2.08,3.74,59.66
2.10,3.74,59.82
2.12,3.74,59.97
2.14,3.74,60.13
2.16,3.74,60.29
2.18,3.74,60.46
2.20,3.74,60.62
2.22,3.74,60.79
2.24,3.74,60.96
2.26,3.74,61.13
2.28,3.74,61.30
2.30,3.74,61.47
2.32,3.74,61.65
2.34,3.74,61.83
2.36,3.74,62.01
2.38,3.74,62.19
2.40,3.74,62.37
2.42,3.74,62.56
2.44,3.74,62.75
2.46,3.74,62.94
2.48,3.74,63.13
2.50,3.74,63.32
2.52,3.74,63.52
2.54,3.74,63.71
2.56,3.74,63.91
2.58,3.74,64.11
2.60,3.74,64.32
2.62,3.74,64.52
2.64,3.74,64.73
2.66,3.74,64.94
2.68,3.74,65.15
2.70,3.74,65.36
2.72,3.74,65.58
2.74,3.74,65.80
2.76,3.74,66.01
2.78,3.74,66.23
2.80,3.74,66.46
2.82,3.74,66.68
2.84,3.74,66.91
2.86,3.74,67.14
2.88,3.74,67.37
2.90,3.74,67.60
2.92,3.74,67.84
2.94,3.74,68.07
2.96,3.74,68.31
2.98,3.74,68.55
3.00,3.74,68.79
3.02,3.74,69.04
3.04,3.74,69.28
3.06,3.74,69.53
3.08,3.74,69.78
3.10,3.74,70.03
3.12,3.74,70.29
3.14,3.74,70.54
3.16,3.74,70.80
3.18,3.74,71.06
3.20,3.74,71.32
3.22,3.74,71.59
3.24,3.74,71.85
3.26,3.74,72.12
3.28,3.74,72.39
3.30,3.74,72.66
3.32,3.74,72.93
3.34,3.74,73.21
3.36,3.74,73.49
3.38,3.74,73.76
3.40,3.74,74.05
3.42,3.74,74.33
3.44,3.74,74.61
3.46,3.74,74.90
3.48,3.74,75.19
3.50,3.74,75.48
3.52,3.74,75.77
3.54,3.74,76.07
3.56,3.74,76.36
3.58,3.74,76.66
3.60,3.74,76.96
3.62,3.74,77.27
3.64,3.74,77.57
3.66,3.74,77.88
3.68,3.74,78.19
3.70,3.74,78.50
3.72,3.74,78.81
3.74,3.74,79.12
3.76,3.74,79.44
3.78,3.74,79.76
3.80,3.74,80.08
3.82,3.74,80.40
3.84,3.74,80.72
3.86,3.74,81.05
3.88,3.74,81.38
3.90,3.74,81.71
3.92,3.74,82.04
3.94,3.74,82.37
3.96,3.74,82.71
3.98,3.74,83.04
4.00,3.74,83.38
0.00,3.76,54.60
0.02,3.76,54.55
0.04,3.76,54.51
0.06,3.76,54.47
0.08,3.76,54.43
0.10,3.76,54.39
0.12,3.76,54.35
0.14,3.76,54.32
0.16,3.76,54.28
0.18,3.76,54.25
0.20,3.76,54.22
0.22,3.76,54.19
0.24,3.76,54.17
0.26,3.76,54.14
0.28,3.76,54.12
0.30,3.76,54.10
0.32,3.76,54.09
0.34,3.76,54.07
0.36,3.76,54.05
0.38,3.76,54.04
0.40,3.76,54.03
0.42,3.76,54.02
0.44,3.76,54.02
0.46,3.76,54.01
0.48,3.76,54.01
0.50,3.76,54.01
0.52,3.76,54.01
0.54,3.76,54.01
0.56,3.76,54.02
0.58,3.76,54.02
0.60,3.76,54.03
0.62,3.76,54.04
0.64,3.76,54.05
0.66,3.76,54.07
0.68,3.76,54.09
0.70,3.76,54.10
0.72,3.76,54.12
0.74,3.76,54.14
0.76,3.76,54.17
0.78,3.76,54.19
0.80,3.76,54.22
0.82,3.76,54.25
0.84,3.76,54.28
0.86,3.76,54.32
0.88,3.76,54.35
0.90,3.76,54.39
0.92,3.76,54.43
0.94,3.76,54.47
0.96,3.76,54.51
0.98,3.76,54.55
1.00,3.76,54.60
1.02,3.76,54.65
1.04,3.76,54.70
1.06,3.76,54.75
1.08,3.76,54.80
1.10,3.76,54.86
1.12,3.76,54.92
1.14,3.76,54.98
1.16,3.76,55.04
1.18,3.76,55.10
1.20,3.76,55.17
1.22,3.76,55.24
1.24,3.76,55.31
1.26,3.76,55.38
1.28,3.76,55.45
1.30,3.76,55.52
1.32,3.76,55.60
1.34,3.76,55.68
1.36,3.76,55.76
1.38,3.76,55.84
1.40,3.76,55.93
1.42,3.76,56.01
1.44,3.76,56.10
1.46,3.76,56.19
1.48,3.76,56.28
1.50,3.76,56.38
1.52,3.76,56.47
1.54,3.76,56.57
1.56,3.76,56.67
1.58,3.76,56.77
1.60,3.76,56.87
1.62,3.76,56.98
1.64,3.76,57.09
1.66,3.76,57.19
1.68,3.76,57.31
1.70,3.76,57.42
1.72,3.76,57.53
1.74,3.76,57.65
1.76,3.76,57.77
1.78,3.76,57.89
1.80,3.76,58.01
1.82,3.76,58.13
1.84,3.76,58.26
1.86,3.76,58.39
1.88,3.76,58.52
1.90,3.76,58.65
1.92,3.76,58.78
1.94,3.76,58.92
1.96,3.76,59.06
1.98,3.76,59.20
2.00,3.76,59.34
2.02,3.76,59.48
2.04,3.76,59.62
2.06,3.76,59.77
2.08,3.76,59.92
2.10,3.76,60.07
2.12,3.76,60.22
2.14,3.76,60.38
2.16,3.76,60.53
2.18,3.76,60.69
2.20,3.76,60.85
2.22,3.76,61.01
2.24,3.76,61.18
2.26,3.76,61.34
2.28,3.76,61.51
2.30,3.76,61.68
2.32,3.76,61.85
2.34,3.76,62.03
2.36,3.76,62.20
2.38,3.76,62.38
2.40,3.76,62.56
2.42,3.76,62.74
2.44,3.76,62.92
2.46,3.76,63.11
2.48,3.76,63.29
2.50,3.76,63.48
2.52,3.76,63.67
2.54,3.76,63.86
2.56,3.76,64.06
2.58,3.76,64.25
2.60,3.76,64.45
2.62,3.76,64.65
2.64,3.76,64.85
2.66,3.76,65.06
2.68,3.76,65.26
2.70,3.76,65.47
2.72,3.76,65.68
2.74,3.76,65.89
2.76,3.76,66.10
2.78,3.76,66.32
2.80,3.76,66.54
2.82,3.76,66.75
2.84,3.76,66.97
2.86,3.76,67.20
2.88,3.76,67.42
2.90,3.76,67.65
2.92,3.76,67.88
2.94,3.76,68.11
2.96,3.76,68.34
2.98,3.76,68.57
3.00,3.76,68.81
3.02,3.76,69.05
3.04,3.76,69.29
3.06,3.76,69.53
3.08,3.76,69.77
3.10,3.76,70.02
3.12,3.76,70.26
3.14,3.76,70.51
3.16,3.76,70.76
3.18,3.76,71.02
3.20,3.76,71.27
3.22,3.76,71.53
3.24,3.76,71.79
3.26,3.76,72.05
3.28,3.76,72.31
3.30,3.76,72.57
3.32,3.76,72.84
3.34,3.76,73.11
3.36,3.76,73.38
3.38,3.76,73.65
3.40,3.76,73.92
3.42,3.76,74.20
3.44,3.76,74.48
3.46,3.76,74.76
3.48,3.76,75.04
3.50,3.76,75.32
3.52,3.76,75.61
3.54,3.76,75.89
3.56,3.76,76.18
3.58,3.76,76.47
3.60,3.76,76.76
3.62,3.76,77.06
3.64,3.76,77.36
3.66,3.76,77.65
3.68,3.76,77.95
3.70,3.76,78.26
3.72,3.76,78.56
3.74,3.76,78.87
3.76,3.76,79.17
3.78,3.76,79.48
3.80,3.76,79.80
3.82,3.76,80.11
3.84,3.76,80.42
3.86,3.76,80.74
3.88,3.76,81.06
3.90,3.76,81.38
3.92,3.76,81.71
3.94,3.76,82.03
3.96,3.76,82.36
3.98,3.76,82.69
4.00,3.76,83.02
0.00,3.78,55.00
0.02,3.78,54.96
0.04,3.78,54.91
0.06,3.78,54.87
0.08,3.78,54.83
0.10,3.78,54.80
0.12,3.78,54.76
0.14,3.78,54.73
0.16,3.78,54.69
0.18,3.78,54.66
0.20,3.78,54.63
0.22,3.78,54.61
0.24,3.78,54.58
0.26,3.78,54.56
0.28,3.78,54.54
0.30,3.78,54.52
0.32,3.78,54.50
0.34,3.78,54.49
0.36,3.78,54.47
0.38,3.78,54.46
0.40,3.78,54.45
0.42,3.78,54.44
0.44,3.78,54.44
0.46,3.78,54.43
0.48,3.78,54.43
0.50,3.78,54.43
0.52,3.78,54.43
0.54,3.78,54.43
0.56,3.78,54.44
0.58,3.78,54.44
0.60,3.78,54.45
0.62,3.78,54.46
0.64,3.78,54.47
0.66,3.78,54.49
0.68,3.78,54.50
0.70,3.78,54.52
0.72,3.78,54.54
0.74,3.78,54.56
0.76,3.78,54.58
0.78,3.78,54.61
0.80,3.78,54.63
0.82,3.78,54.66
0.84,3.78,54.69
0.86,3.78,54.73
0.88,3.78,54.76
0.90,3.78,54.80
0.92,3.78,54.83
0.94,3.78,54.87
0.96,3.78,54.91
0.98,3.78,54.96
1.00,3.78,55.00
1.02,3.78,55.05
1.04,3.78,55.10
1.06,3.78,55.15
1.08,3.78,55.20
1.10,3.78,55.26
1.12,3.78,55.31
1.14,3.78,55.37
1.16,3.78,55.43
1.18,3.78,55.49
1.20,3.78,55.56
1.22,3.78,55.62
1.24,3.78,55.69
1.26,3.78,55.76
1.28,3.78,55.83
1.30,3.78,55.90
1.32,3.78,55.98
1.34,3.78,56.05
1.36,3.78,56.13
1.38,3.78,56.21
1.40,3.78,56.29
1.42,3.78,56.38
1.44,3.78,56.46
1.46,3.78,56.55
1.48,3.78,56.64
1.50,3.78,56.73
1.52,3.78,56.82
1.54,3.78,56.92
1.56,3.78,57.02
1.58,3.78,57.11
1.60,3.78,57.21
1.62,3.78,57.32
1.64,3.78,57.42
1.66,3.78,57.53
1.68,3.78,57.63
1.70,3.78,57.74
1.72,3.78,57.86
1.74,3.78,57.97
1.76,3.78,58.08
1.78,3.78,58.20
1.80,3.78,58.32
1.82,3.78,58.44
1.84,3.78,58.56
1.86,3.78,58.69
1.88,3.78,58.81
1.90,3.78,58.94
1.92,3.78,59.07
1.94,3.78,59.20
1.96,3.78,59.34
1.98,3.78,59.47
2.00,3.78,59.61
2.02,3.78,59.75
2.04,3.78,59.89
2.06,3.78,60.03
2.08,3.78,60.18
2.10,3.78,60.33
2.12,3.78,60.47
2.14,3.78,60.62
2.16,3.78,60.78
2.18,3.78,60.93
2.20,3.78,61.09
2.22,3.78,61.24
2.24,3.78,61.40
2.26,3.78,61.56
2.28,3.78,61.73
2.30,3.78,61.89
2.32,3.78,62.06
2.34,3.78,62.23
2.36,3.78,62.40
2.38,3.78,62.57
2.40,3.78,62.74
2.42,3.78,62.92
2.44,3.78,63.10
2.46,3.78,63.28
2.48,3.78,63.46
2.50,3.78,63.64
2.52,3.78,63.83
2.54,3.78,64.02
2.56,3.78,64.20
2.58,3.78,64.39
2.60,3.78,64.59
2.62,3.78,64.78
2.64,3.78,64.98
2.66,3.78,65.18
2.68,3.78,65.38
2.70,3.78,65.58
2.72,3.78,65.78
2.74,3.78,65.99
2.76,3.78,66.19
2.78,3.78,66.40
2.80,3.78,66.62
2.82,3.78,66.83
2.84,3.78,67.04
2.86,3.78,67.26
2.88,3.78,67.48
2.90,3.78,67.70
2.92,3.78,67.92
2.94,3.78,68.14
2.96,3.78,68.37
2.98,3.78,68.60
3.00,3.78,68.83
3.02,3.78,69.06
3.04,3.78,69.29
3.06,3.78,69.53
3.08,3.78,69.76
3.10,3.78,70.00
3.12,3.78,70.24
3.14,3.78,70.48
3.16,3.78,70.73
3.18,3.78,70.98
3.20,3.78,71.22
3.22,3.78,71.47
3.24,3.78,71.72
3.26,3.78,71.98
3.28,3.78,72.23
3.30,3.78,72.49
3.32,3.78,72.75
3.34,3.78,73.01
3.36,3.78,73.27
3.38,3.78,73.54
3.40,3.78,73.80
3.42,3.78,74.07
3.44,3.78,74.34
3.46,3.78,74.61
3.48,3.78,74.89
3.50,3.78,75.16
3.52,3.78,75.44
3.54,3.78,75.72
3.56,3.78,76.00
3.58,3.78,76.28
3.60,3.78,76.57
3.62,3.78,76.85
3.64,3.78,77.14
3.66,3.78,77.43
3.68,3.78,77.73
3.70,3.78,78.02
3.72,3.78,78.32
3.74,3.78,78.61
3.76,3.78,78.91
3.78,3.78,79.21
3.80,3.78,79.52
3.82,3.78,79.82
3.84,3.78,80.13
3.86,3.78,80.44
3.88,3.78,80.75
3.90,3.78,81.06
3.92,3.78,81.38
3.94,3.78,81.69
3.96,3.78,82.01
3.98,3.78,82.33
4.00,3.78,82.65
0.00,3.80,55.41
0.02,3.80,55.36
0.04,3.80,55.32
0.06,3.80,55.28
0.08,3.80,55.24
0.10,3.80,55.21
0.12,3.80,55.17
0.14,3.80,55.14
0.16,3.80,55.11
0.18,3.80,55.08
0.20,3.80,55.05
0.22,3.80,55.02
0.24,3.80,55.00
0.26,3.80,54.98
0.28,3.80,54.96
0.30,3.80,54.94
0.32,3.80,54.92
0.34,3.80,54.91
0.36,3.80,54.89
0.38,3.80,54.88
0.40,3.80,54.87
0.42,3.80,54.86
0.44,3.80,54.86
0.46,3.80,54.85
0.48,3.80,54.85
0.50,3.80,54.85
0.52,3.80,54.85
0.54,3.80,54.85
0.56,3.80,54.86
0.58,3.80,54.86
0.60,3.80,54.87
0.62,3.80,54.88
0.64,3.80,54.89
0.66,3.80,54.91
0.68,3.80,54.92
0.70,3.80,54.94
0.72,3.80,54.96
0.74,3.80,54.98
0.76,3.80,55.00
0.78,3.80,55.02
0.80,3.80,55.05
0.82,3.80,55.08
0.84,3.80,55.11
0.86,3.80,55.14
0.88,3.80,55.17
0.90,3.80,55.21
0.92,3.80,55.24
0.94,3.80,55.28
0.96,3.80,55.32
0.98,3.80,55.36
1.00,3.80,55.41
1.02,3.80,55.45
1.04,3.80,55.50
1.06,3.80,55.55
1.08,3.80,55.60
1.10,3.80,55.65
1.12,3.80,55.71
1.14,3.80,55.77
1.16,3.80,55.82
1.18,3.80,55.88
1.20,3.80,55.95
1.22,3.80,56.01
1.24,3.80,56.07
1.26,3.80,56.14
1.28,3.80,56.21
1.30,3.80,56.28
1.32,3.80,56.35
1.34,3.80,56.43
1.36,3.80,56.50
1.38,3.80,56.58
1.40,3.80,56.66
1.42,3.80,56.74
1.44,3.80,56.83
1.46,3.80,56.91
1.48,3.80,57.00
1.50,3.80,57.09
1.52,3.80,57.18
1.54,3.80,57.27
1.56,3.80,57.36
1.58,3.80,57.46
1.60,3.80,57.56
1.62,3.80,57.66
1.64,3.80,57.76
1.66,3.80,57.86
1.68,3.80,57.97
1.70,3.80,58.07
1.72,3.80,58.18
1.74,3.80,58.29
1.76,3.80,58.40
1.78,3.80,58.52
1.80,3.80,58.63
1.82,3.80,58.75
1.84,3.80,58.87
1.86,3.80,58.99
1.88,3.80,59.11
1.90,3.80,59.24
1.92,3.80,59.36
1.94,3.80,59.49
1.96,3.80,59.62
1.98,3.80,59.75
2.00,3.80,59.89
2.02,3.80,60.02
2.04,3.80,60.16
2.06,3.80,60.30
2.08,3.80,60.44
2.10,3.80,60.58
2.12,3.80,60.73
2.14,3.80,60.87
2.16,3.80,61.02
2.18,3.80,61.17
2.20,3.80,61.32
2.22,3.80,61.47
2.24,3.80,61.63
2.26,3.80,61.79
2.28,3.80,61.95
2.30,3.80,62.11
2.32,3.80,62.27
2.34,3.80,62.43
2.36,3.80,62.60
2.38,3.80,62.77
2.40,3.80,62.93
2.42,3.80,63.11
2.44,3.80,63.28
2.46,3.80,63.45
2.48,3.80,63.63
2.50,3.80,63.81
2.52,3.80,63.99
2.54,3.80,64.17
2.56,3.80,64.35
2.58,3.80,64.54
2.60,3.80,64.73
2.62,3.80,64.92
2.64,3.80,65.11
2.66,3.80,65.30
2.68,3.80,65.49
2.70,3.80,65.69
2.72,3.80,65.89
2.74,3.80,66.09
2.76,3.80,66.29
2.78,3.80,66.49
2.80,3.80,66.70
2.82,3.80,66.90
2.84,3.80,67.11
2.86,3.80,67.32
2.88,3.80,67.54
2.90,3.80,67.75
2.92,3.80,67.97
2.94,3.80,68.18
2.96,3.80,68.40
2.98,3.80,68.62
3.00,3.80,68.85
3.02,3.80,69.07
3.04,3.80,69.30
3.06,3.80,69.53
3.08,3.80,69.76
3.10,3.80,69.99
3.12,3.80,70.22
3.14,3.80,70.46
3.16,3.80,70.70
3.18,3.80,70.94
3.20,3.80,71.18
3.22,3.80,71.42
3.24,3.80,71.67
3.26,3.80,71.91
3.28,3.80,72.16
3.30,3.80,72.41
3.32,3.80,72.66
3.34,3.80,72.91
3.36,3.80,73.17
3.38,3.80,73.43
3.40,3.80,73.69
3.42,3.80,73.95
3.44,3.80,74.21
3.46,3.80,74.47
3.48,3.80,74.74
3.50,3.80,75.01
3.52,3.80,75.28
3.54,3.80,75.55
3.56,3.80,75.82
3.58,3.80,76.10
3.60,3.80,76.37
3.62,3.80,76.65
3.64,3.80,76.93
3.66,3.80,77.22
3.68,3.80,77.50
3.70,3.80,77.79
3.72,3.80,78.07
3.74,3.80,78.36
3.76,3.80,78.65
3.78,3.80,78.95
3.80,3.80,79.24
3.82,3.80,79.54
3.84,3.80,79.84
3.86,3.80,80.14
3.88,3.80,80.44
3.90,3.80,80.74
3.92,3.80,81.05
3.94,3.80,81.36
3.96,3.80,81.66
3.98,3.80,81.98
4.00,3.80,82.29
0.00,3.82,55.82
0.02,3.82,55.77
0.04,3.82,55.73
0.06,3.82,55.69
0.08,3.82,55.66
0.10,3.82,55.62
0.12,3.82,55.59
0.14,3.82,55.55
0.16,3.82,55.52
0.18,3.82,55.49
0.20,3.82,55.47
0.22,3.82,55.44
0.24,3.82,55.42
0.26,3.82,55.40
0.28,3.82,55.38
0.30,3.82,55.36
0.32,3.82,55.34
0.34,3.82,55.33
0.36,3.82,55.31
0.38,3.82,55.30
0.40,3.82,55.29
0.42,3.82,55.29
0.44,3.82,55.28
0.46,3.82,55.28
0.48,3.82,55.27
0.50,3.82,55.27
0.52,3.82,55.27
0.54,3.82,55.28
0.56,3.82,55.28
0.58,3.82,55.29
0.60,3.82,55.29
0.62,3.82,55.30
0.64,3.82,55.31
0.66,3.82,55.33
0.68,3.82,55.34
0.70,3.82,55.36
0.72,3.82,55.38
0.74,3.82,55.40
0.76,3.82,55.42
0.78,3.82,55.44
0.80,3.82,55.47
0.82,3.82,55.49
0.84,3.82,55.52
0.86,3.82,55.55
0.88,3.82,55.59
0.90,3.82,55.62
0.92,3.82,55.66
0.94,3.82,55.69
0.96,3.82,55.73
0.98,3.82,55.77
1.00,3.82,55.82
1.02,3.82,55.86
1.04,3.82,55.91
1.06,3.82,55.95
1.08,3.82,56.00
1.10,3.82,56.06
1.12,3.82,56.11
1.14,3.82,56.16
1.16,3.82,56.22
1.18,3.82,56.28
1.20,3.82,56.34
1.22,3.82,56.40
1.24,3.82,56.46
1.26,3.82,56.53
1.28,3.82,56.60
1.30,3.82,56.66
1.32,3.82,56.73
1.34,3.82,56.81
1.36,3.82,56.88
1.38,3.82,56.96
1.40,3.82,57.03
1.42,3.82,57.11
1.44,3.82,57.19
1.46,3.82,57.28
1.48,3.82,57.36
1.50,3.82,57.45
1.52,3.82,57.54
1.54,3.82,57.63
1.56,3.82,57.72
1.58,3.82,57.81
1.60,3.82,57.90
1.62,3.82,58.00
1.64,3.82,58.10
1.66,3.82,58.20
1.68,3.82,58.30
1.70,3.82,58.41
1.72,3.82,58.51
1.74,3.82,58.62
1.76,3.82,58.73
1.78,3.82,58.84
1.80,3.82,58.95
1.82,3.82,59.06
1.84,3.82,59.18
1.86,3.82,59.30
1.88,3.82,59.42
1.90,3.82,59.54
1.92,3.82,59.66
1.94,3.82,59.78
1.96,3.82,59.91
1.98,3.82,60.04
2.00,3.82,60.17
2.02,3.82,60.30
2.04,3.82,60.43
2.06,3.82,60.57
2.08,3.82,60.70
2.10,3.82,60.84
2.12,3.82,60.98
2.14,3.82,61.12
2.16,3.82,61.27
2.18,3.82,61.41
2.20,3.82,61.56
2.22,3.82,61.71
2.24,3.82,61.86
2.26,3.82,62.01
2.28,3.82,62.17
2.30,3.82,62.32
2.32,3.82,62.48
2.34,3.82,62.64
2.36,3.82,62.80
2.38,3.82,62.96
2.40,3.82,63.13
2.42,3.82,63.29
2.44,3.82,63.46
2.46,3.82,63.63
2.48,3.82,63.80
2.50,3.82,63.98
2.52,3.82,64.15
2.54,3.82,64.33
2.56,3.82,64.51
2.58,3.82,64.69
2.60,3.82,64.87
2.62,3.82,65.05
2.64,3.82,65.24
2.66,3.82,65.42
2.68,3.82,65.61
2.70,3.82,65.80
2.72,3.82,66.00
2.74,3.82,66.19
2.76,3.82,66.39
2.78,3.82,66.58
2.80,3.82,66.78
2.82,3.82,66.98
2.84,3.82,67.19
2.86,3.82,67.39
2.88,3.82,67.60
2.90,3.82,67.81
2.92,3.82,68.02
2.94,3.82,68.23
2.96,3.82,68.44
2.98,3.82,68.65
3.00,3.82,68.87
3.02,3.82,69.09
3.04,3.82,69.31
3.06,3.82,69.53
3.08,3.82,69.76
3.10,3.82,69.98
3.12,3.82,70.21
3.14,3.82,70.44
3.16,3.82,70.67
3.18,3.82,70.90
3.20,3.82,71.13
3.22,3.82,71.37
3.24,3.82,71.61
3.26,3.82,71.85
3.28,3.82,72.09
3.30,3.82,72.33
3.32,3.82,72.58
3.34,3.82,72.82
3.36,3.82,73.07
3.38,3.82,73.32
3.40,3.82,73.57
3.42,3.82,73.83
3.44,3.82,74.08
3.46,3.82,74.34
3.48,3.82,74.60
3.50,3.82,74.86
3.52,3.82,75.12
3.54,3.82,75.38
3.56,3.82,75.65
3.58,3.82,75.91
3.60,3.82,76.18
3.62,3.82,76.45
3.64,3.82,76.73
3.66,3.82,77.00
3.68,3.82,77.28
3.70,3.82,77.55
3.72,3.82,77.83
3.74,3.82,78.11
3.76,3.82,78.40
3.78,3.82,78.68
3.80,3.82,78.97
3.82,3.82,79.26
3.84,3.82,79.55
3.86,3.82,79.84
3.88,3.82,80.13
3.90,3.82,80.43
3.92,3.82,80.72
3.94,3.82,81.02
3.96,3.82,81.32
3.98,3.82,81.62
4.00,3.82,81.93
0.00,3.84,56.23
0.02,3.84,56.18
0.04,3.84,56.14
0.06,3.84,56.11
0.08,3.84,56.07
0.10,3.84,56.04
0.12,3.84,56.00
0.14,3.84,55.97
0.16,3.84,55.94
0.18,3.84,55.91
0.20,3.84,55.89
0.22,3.84,55.86
0.24,3.84,55.84
0.26,3.84,55.82
0.28,3.84,55.80
0.30,3.84,55.78
0.32,3.84,55.77
0.34,3.84,55.75
0.36,3.84,55.74
0.38,3.84,55.73
0.40,3.84,55.72
0.42,3.84,55.71
0.44,3.84,55.71
0.46,3.84,55.70
0.48,3.84,55.70
0.50,3.84,55.70
0.52,3.84,55.70
0.54,3.84,55.70
0.56,3.84,55.71
0.58,3.84,55.71
0.60,3.84,55.72
0.62,3.84,55.73
0.64,3.84,55.74
0.66,3.84,55.75
0.68,3.84,55.77
0.70,3.84,55.78
0.72,3.84,55.80
0.74,3.84,55.82
0.76,3.84,55.84
0.78,3.84,55.86
0.80,3.84,55.89
0.82,3.84,55.91
0.84,3.84,55.94
0.86,3.84,55.97
0.88,3.84,56.00
0.90,3.84,56.04
0.92,3.84,56.07
0.94,3.84,56.11
0.96,3.84,56.14
0.98,3.84,56.18
1.00,3.84,56.23
1.02,3.84,56.27
1.04,3.84,56.31
1.06,3.84,56.36
1.08,3.84,56.41
1.10,3.84,56.46
1.12,3.84,56.51
1.14,3.84,56.56
1.16,3.84,56.62
1.18,3.84,56.67
1.20,3.84,56.73
1.22,3.84,56.79
1.24,3.84,56.85
1.26,3.84,56.92
1.28,3.84,56.98
1.30,3.84,57.05
1.32,3.84,57.12
1.34,3.84,57.19
1.36,3.84,57.26
1.38,3.84,57.33
1.40,3.84,57.41
1.42,3.84,57.49
1.44,3.84,57.56
1.46,3.84,57.64
1.48,3.84,57.73
1.50,3.84,57.81
1.52,3.84,57.90
1.54,3.84,57.98
1.56,3.84,58.07
1.58,3.84,58.16
1.60,3.84,58.25
1.62,3.84,58.35
1.64,3.84,58.44
1.66,3.84,58.54
1.68,3.84,58.64
1.70,3.84,58.74
1.72,3.84,58.84
1.74,3.84,58.95
1.76,3.84,59.05
1.78,3.84,59.16
1.80,3.84,59.27
1.82,3.84,59.38
1.84,3.84,59.49
1.86,3.84,59.60
1.88,3.84,59.72
1.90,3.84,59.84
1.92,3.84,59.96
1.94,3.84,60.08
1.96,3.84,60.20
1.98,3.84,60.32
2.00,3.84,60.45
2.02,3.84,60.58
2.04,3.84,60.71
2.06,3.84,60.84
2.08,3.84,60.97
2.10,3.84,61.10
2.12,3.84,61.24
2.14,3.84,61.38
2.16,3.84,61.52
2.18,3.84,61.66
2.20,3.84,61.80
2.22,3.84,61.95
2.24,3.84,62.09
2.26,3.84,62.24
2.28,3.84,62.39
2.30,3.84,62.54
2.32,3.84,62.69
2.34,3.84,62.85
2.36,3.84,63.00
2.38,3.84,63.16
2.40,3.84,63.32
2.42,3.84,63.48
2.44,3.84,63.65
2.46,3.84,63.81
2.48,3.84,63.98
2.50,3.84,64.15
2.52,3.84,64.32
2.54,3.84,64.49
2.56,3.84,64.66
2.58,3.84,64.84
2.60,3.84,65.01
2.62,3.84,65.19
2.64,3.84,65.37
2.66,3.84,65.55
2.68,3.84,65.73
2.70,3.84,65.92
2.72,3.84,66.11
2.74,3.84,66.30
2.76,3.84,66.49
2.78,3.84,66.68
2.80,3.84,66.87
2.82,3.84,67.07
2.84,3.84,67.26
2.86,3.84,67.46
2.88,3.84,67.66
2.90,3.84,67.86
2.92,3.84,68.07
2.94,3.84,68.27
2.96,3.84,68.48
2.98,3.84,68.69
3.00,3.84,68.90
3.02,3.84,69.11
3.04,3.84,69.32
3.06,3.84,69.54
3.08,3.84,69.76
3.10,3.84,69.98
3.12,3.84,70.20
3.14,3.84,70.42
3.16,3.84,70.64
3.18,3.84,70.87
3.20,3.84,71.09
3.22,3.84,71.32
3.24,3.84,71.55
3.26,3.84,71.79
3.28,3.84,72.02
3.30,3.84,72.26
3.32,3.84,72.49
3.34,3.84,72.73
3.36,3.84,72.97
3.38,3.84,73.22
3.40,3.84,73.46
3.42,3.84,73.71
3.44,3.84,73.95
3.46,3.84,74.20
3.48,3.84,74.45
3.50,3.84,74.71
3.52,3.84,74.96
3.54,3.84,75.22
3.56,3.84,75.47
3.58,3.84,75.73
3.60,3.84,75.99
3.62,3.84,76.26
3.64,3.84,76.52
3.66,3.84,76.79
3.68,3.84,77.06
3.70,3.84,77.32
3.72,3.84,77.60
3.74,3.84,77.87
3.76,3.84,78.14
3.78,3.84,78.42
3.80,3.84,78.70
3.82,3.84,78.98
3.84,3.84,79.26
3.86,3.84,79.54
3.88,3.84,79.83
3.90,3.84,80.11
3.92,3.84,80.40
3.94,3.84,80.69
3.96,3.84,80.98
3.98,3.84,81.28
4.00,3.84,81.57
0.00,3.86,56.64
0.02,3.86,56.60
0.04,3.86,56.56
0.06,3.86,56.52
0.08,3.86,56.49
0.10,3.86,56.45
0.12,3.86,56.42
0.14,3.86,56.39
0.16,3.86,56.36
0.18,3.86,56.34
0.20,3.86,56.31
0.22,3.86,56.29
0.24,3.86,56.27
0.26,3.86,56.24
0.28,3.86,56.23
0.30,3.86,56.21
0.32,3.86,56.19
0.34,3.86,56.18
0.36,3.86,56.17
0.38,3.86,56.16
0.40,3.86,56.15
0.42,3.86,56.14
0.44,3.86,56.13
0.46,3.86,56.13
0.48,3.86,56.13
0.50,3.86,56.13
0.52,3.86,56.13
0.54,3.86,56.13
0.56,3.86,56.13
0.58,3.86,56.14
0.60,3.86,56.15
0.62,3.86,56.16
0.64,3.86,56.17
0.66,3.86,56.18
0.68,3.86,56.19
0.70,3.86,56.21
0.72,3.86,56.23
0.74,3.86,56.24
0.76,3.86,56.27
0.78,3.86,56.29
0.80,3.86,56.31
0.82,3.86,56.34
0.84,3.86,56.36
