重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
重庆北泉风景区,2022-02-17IP属地：未知,环境：真的没有环境可言，可能我觉得300多的温泉，应该是要对得起这个价格，真心的受伤了。 服务：完全没有服务可言，一点钟开始，居然不提前打开空调，这么冷的冬天，换泳衣太凉了，浴袍就是一大堆放在那里，自己去拿，浴巾硬帮帮的，烂了都在使用。 设施设备：陈旧，陈旧，陈旧，吹风机坏的，洗发水男士头发都没有办法梳直，女士有护发素，但是根本没撒用，润肤露几瓶放在那里，一滴都挤不出来，这是什么样的服务，体验，真的很想问商家，你对得起这个价格不。
重庆北泉风景区,2020-12-07IP属地：未知,值得去感受一下。
重庆北泉风景区,2021-01-26IP属地：未知,服务水准不及从前性价比低，有待改进，可玩性低，
重庆北泉风景区,2017-02-25IP属地：未知,很对年前，周日我经常去玩，拍照留影。事隔多年居然变成酒店，无法进去。简直是莫名其妙。国家资源怎么能够圈起来。真非常遗憾！
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人，
重庆北泉风景区,2018-02-12IP属地：未知,风景怡人，春天鲜花盛开，泡温泉好地方
重庆北泉风景区,2021-01-23IP属地：未知,挺好的，不挤。泡了俩小时人都快酥了
重庆北泉风景区,2020-10-11IP属地：未知,景色不错，体验很好，人少更有意思
重庆北泉风景区,2021-02-23IP属地：未知,走小众路线有逼格是好事，但服务真的需要改进，进来后都不熟悉路也不知道哪个池子没有人，服务员也不主动带一下。感觉这个地方超过50个人就显得拥挤了有待改进，可玩性低，
重庆北泉风景区,2018-03-13IP属地：未知,地处缙云山脚，老牌温泉之一，景色怡人。
